txn_id,user_id,amount,country,ip_country,txn_time,is_fraud,prev_time,time_diff_sec,high_velocity,location_mismatch,amount_deviation,high_amount,fraud_probability,risk_score,risk_bucket
T4319,142,821.776142717993,USA,Nigeria,2024-02-01 00:09:48,0,2024-02-01 00:06:51,177.0,1,1,1.36842851442372,0,0.0,0,LOW
T2830,142,292.9893426936954,India,India,2024-02-01 00:16:58,0,2024-02-01 00:09:48,430.0,0,0,0.4878883069521084,0,0.0,0,LOW
T1343,142,1466.437376242599,Germany,Nigeria,2024-02-01 00:20:22,0,2024-02-01 00:16:58,204.0,1,1,2.441923798894849,0,0.0,0,LOW
T536,143,47.920477802918,USA,India,2024-02-01 00:00:06,0,,,0,1,0.0939924688919864,0,0.006666666666666667,0,LOW
T3926,143,5.009630155306116,India,Germany,2024-02-01 00:00:10,0,2024-02-01 00:00:06,4.0,1,1,0.0098260186066904,0,0.0,0,LOW
T3062,143,25.12305037537511,USA,Russia,2024-02-01 00:00:19,0,2024-02-01 00:00:10,9.0,1,1,0.0492770030505719,0,0.08666666666666667,8,LOW
T2882,143,1546.8529241937958,Germany,USA,2024-02-01 00:00:48,0,2024-02-01 00:00:19,29.0,1,1,3.034037472575249,1,0.0,0,LOW
T925,143,2945.8819920511764,Germany,Nigeria,2024-02-01 00:00:56,0,2024-02-01 00:00:48,8.0,1,1,5.778129396707992,1,0.0,0,LOW
T4547,143,263.83652970326654,USA,Nigeria,2024-02-01 00:02:03,0,2024-02-01 00:00:56,67.0,1,1,0.5174958169802282,0,0.0,0,LOW
T2878,143,122.6006039278473,Germany,Russia,2024-02-01 00:02:11,0,2024-02-01 00:02:03,8.0,1,1,0.2404720065233832,0,0.23333333333333334,23,LOW
T3229,143,209.44657461582463,Germany,Nigeria,2024-02-01 00:02:13,0,2024-02-01 00:02:11,2.0,1,1,0.4108139474333927,0,0.0,0,LOW
T202,143,117.345904124512,Germany,Germany,2024-02-01 00:03:44,0,2024-02-01 00:02:13,91.0,1,0,0.2301653019485043,0,0.0,0,LOW
T2508,143,351.50932302417465,India,Nigeria,2024-02-01 00:04:07,0,2024-02-01 00:03:44,23.0,1,1,0.6894595092618445,0,0.0,0,LOW
T1951,143,424.4597115474032,Germany,Germany,2024-02-01 00:05:25,0,2024-02-01 00:04:07,78.0,1,0,0.8325462946676101,0,0.0,0,LOW
T4024,143,453.65756629099616,USA,Nigeria,2024-02-01 00:06:07,0,2024-02-01 00:05:25,42.0,1,1,0.8898157247635844,0,0.0,0,LOW
T1435,143,597.2814287665406,Germany,Nigeria,2024-02-01 00:09:44,0,2024-02-01 00:06:07,217.0,1,1,1.1715232962406268,0,0.0,0,LOW
T4234,143,26.73857875729552,USA,Russia,2024-02-01 00:09:44,0,2024-02-01 00:09:44,0.0,1,1,0.0524457423483367,0,0.0,0,LOW
T3173,144,139.602249078049,India,Germany,2024-02-01 00:00:35,0,,,0,1,0.6557702120273833,0,0.0,0,LOW
T582,144,172.9262240730678,Germany,USA,2024-02-01 00:00:36,0,2024-02-01 00:00:35,1.0,1,1,0.8123068745267186,0,0.0,0,LOW
T807,144,17.12825761378989,Germany,India,2024-02-01 00:01:04,0,2024-02-01 00:00:36,28.0,1,1,0.0804585972019328,0,0.01,1,LOW
T632,144,471.5057297135249,Germany,USA,2024-02-01 00:01:25,0,2024-02-01 00:01:04,21.0,1,1,2.2148598205856747,0,0.0,0,LOW
T932,144,32.21276701284218,Germany,Nigeria,2024-02-01 00:01:30,0,2024-02-01 00:01:25,5.0,1,1,0.1513168533709659,0,0.0,0,LOW
T2968,144,39.13145108669709,Germany,Nigeria,2024-02-01 00:03:05,0,2024-02-01 00:01:30,95.0,1,1,0.1838168091526649,0,0.0,0,LOW
T4969,144,756.0006380798195,India,India,2024-02-01 00:03:09,0,2024-02-01 00:03:05,4.0,1,0,3.5512515163653893,0,0.03333333333333333,3,LOW
T313,144,201.8765620314438,India,USA,2024-02-01 00:04:01,0,2024-02-01 00:03:09,52.0,1,1,0.9482987327281908,0,0.0,0,LOW
T1658,144,189.73288306166447,USA,Russia,2024-02-01 00:04:25,0,2024-02-01 00:04:01,24.0,1,1,0.891254788340501,0,0.0,0,LOW
T3994,144,2.9409964700378235,USA,Nigeria,2024-02-01 00:06:28,0,2024-02-01 00:04:25,123.0,1,1,0.0138150917443331,0,0.0,0,LOW
T795,144,153.6941705045495,India,USA,2024-02-01 00:08:36,0,2024-02-01 00:06:28,128.0,1,1,0.7219658669166032,0,0.01,1,LOW
T354,144,540.8986102064621,USA,Germany,2024-02-01 00:09:53,0,2024-02-01 00:08:36,77.0,1,1,2.5408272333929203,0,0.0033333333333333335,0,LOW
T3664,144,49.82685593766578,Germany,Germany,2024-02-01 00:16:54,0,2024-02-01 00:09:53,421.0,0,0,0.2340576036467221,0,0.13333333333333333,13,LOW
T4964,145,31.585279622023684,USA,Nigeria,2024-02-01 00:00:06,0,,,0,1,0.0582858204207976,0,0.03666666666666667,3,LOW
T4789,145,339.8662732504573,Germany,USA,2024-02-01 00:00:22,0,2024-02-01 00:00:06,16.0,1,1,0.6271714167744539,0,0.0,0,LOW
T3167,145,89.33384264307671,Germany,Germany,2024-02-01 00:02:00,0,2024-02-01 00:00:22,98.0,1,0,0.1648519934635472,0,0.22666666666666666,22,LOW
T1032,145,1752.055868226091,Germany,Russia,2024-02-01 00:02:13,0,2024-02-01 00:02:00,13.0,1,1,3.233152117843676,1,0.25666666666666665,25,LOW
T2405,145,544.2973802898314,USA,India,2024-02-01 00:02:31,0,2024-02-01 00:02:13,18.0,1,1,1.0044178725890622,0,0.0,0,LOW
T2676,145,43.44554640734276,India,USA,2024-02-01 00:06:03,0,2024-02-01 00:02:31,212.0,1,1,0.080172135446796,0,0.01,1,LOW
T2813,145,75.0919168739037,India,USA,2024-02-01 00:06:15,0,2024-02-01 00:06:03,12.0,1,1,0.138570689711861,0,0.0,0,LOW
T1244,145,225.1474024364912,USA,Russia,2024-02-01 00:06:40,0,2024-02-01 00:06:15,25.0,1,1,0.4154752221180932,0,0.0,0,LOW
T854,145,2337.7511053935264,India,USA,2024-02-01 00:08:02,0,2024-02-01 00:06:40,82.0,1,1,4.313963426889493,1,0.0,0,LOW
T2144,145,28.14377083401599,Germany,Nigeria,2024-02-01 00:08:54,0,2024-02-01 00:08:02,52.0,1,1,0.0519350403867166,0,0.0,0,LOW
T1438,145,150.43643686111642,Germany,Russia,2024-02-01 00:09:22,0,2024-02-01 00:08:54,28.0,1,1,0.2776075199764179,0,0.01,1,LOW
T963,145,118.18211763742076,USA,Russia,2024-02-01 00:09:40,0,2024-02-01 00:09:22,18.0,1,1,0.2180870889223093,0,0.0,0,LOW
T589,145,1309.4062255622891,India,Russia,2024-02-01 00:16:59,0,2024-02-01 00:09:40,439.0,0,1,2.416309655456776,0,0.0,0,LOW
T2070,146,145.38657989522824,India,India,2024-02-01 00:00:32,0,,,0,0,0.3875367106363945,0,0.0,0,LOW
T1811,146,51.5746393341898,USA,Germany,2024-02-01 00:00:38,0,2024-02-01 00:00:32,6.0,1,1,0.1374753164579141,0,0.0,0,LOW
T3080,146,978.0816410573524,USA,Russia,2024-02-01 00:00:41,0,2024-02-01 00:00:38,3.0,1,1,2.607135694246108,0,0.006666666666666667,0,LOW
T3042,146,106.90187086828234,USA,Russia,2024-02-01 00:00:42,0,2024-02-01 00:00:41,1.0,1,1,0.2849533940961113,0,0.0,0,LOW
T4605,146,757.2548658250668,USA,USA,2024-02-01 00:01:42,0,2024-02-01 00:00:42,60.0,1,0,2.0185085860519822,0,0.0,0,LOW
T994,146,386.1197674587034,USA,India,2024-02-01 00:03:11,0,2024-02-01 00:01:42,89.0,1,1,1.0292255633255096,0,0.0,0,LOW
T3788,146,436.3101623455592,Germany,Nigeria,2024-02-01 00:03:35,0,2024-02-01 00:03:11,24.0,1,1,1.163011092595204,0,0.0,0,LOW
T2972,146,72.89538325171297,Germany,USA,2024-02-01 00:06:42,0,2024-02-01 00:03:35,187.0,1,1,0.1943070472275093,0,0.016666666666666666,1,LOW
T3310,146,1242.989631128048,Germany,India,2024-02-01 00:07:33,0,2024-02-01 00:06:42,51.0,1,1,3.3132639432721067,0,0.0,0,LOW
T1253,146,239.81795446533664,India,Germany,2024-02-01 00:07:37,0,2024-02-01 00:07:33,4.0,1,1,0.6392492435823203,0,0.2,20,LOW
T824,146,49.86483092402734,USA,USA,2024-02-01 00:11:35,0,2024-02-01 00:07:37,238.0,1,0,0.1329177188614213,0,0.0,0,LOW
T4528,146,34.67026652631939,USA,Nigeria,2024-02-01 00:13:01,0,2024-02-01 00:11:35,86.0,1,1,0.0924156896474177,0,0.0,0,LOW
T670,147,265.47853333703614,India,India,2024-02-01 00:00:01,0,,,0,0,0.624962066871436,0,0.0,0,LOW
T370,147,355.5441374949078,India,India,2024-02-01 00:00:04,0,2024-02-01 00:00:01,3.0,1,0,0.8369851838481619,0,0.0,0,LOW
T2565,147,435.8039330275023,Germany,Germany,2024-02-01 00:00:17,0,2024-02-01 00:00:04,13.0,1,0,1.0259244817726751,0,0.0,0,LOW
T448,147,234.1393964260737,India,Russia,2024-02-01 00:00:55,0,2024-02-01 00:00:17,38.0,1,1,0.5511867166325636,0,0.0,0,LOW
T4819,147,88.66606165694458,USA,Russia,2024-02-01 00:01:34,0,2024-02-01 00:00:55,39.0,1,1,0.2087284589753448,0,0.0,0,LOW
T588,147,337.7476767819873,Germany,Nigeria,2024-02-01 00:02:05,0,2024-02-01 00:01:34,31.0,1,1,0.7950905992640928,0,0.0,0,LOW
T4386,147,513.7651295319738,India,India,2024-02-01 00:02:09,0,2024-02-01 00:02:05,4.0,1,0,1.209452655937134,0,0.0,0,LOW
T917,147,538.0029890547041,Germany,Nigeria,2024-02-01 00:02:17,0,2024-02-01 00:02:09,8.0,1,1,1.266510914446625,0,0.0,0,LOW
T329,147,1807.408768139388,Germany,Russia,2024-02-01 00:02:30,0,2024-02-01 00:02:17,13.0,1,1,4.2548145238693245,1,0.0,0,LOW
T4270,147,297.8753761993111,USA,India,2024-02-01 00:04:34,0,2024-02-01 00:02:30,124.0,1,1,0.7012273589114983,0,0.22,22,LOW
T2219,147,89.73491936835555,Germany,India,2024-02-01 00:04:43,0,2024-02-01 00:04:34,9.0,1,1,0.2112446530951414,0,0.0,0,LOW
T4490,147,344.1455784641493,India,India,2024-02-01 00:04:59,0,2024-02-01 00:04:43,16.0,1,0,0.8101518767567177,0,0.0,0,LOW
T1742,147,363.127936279084,India,USA,2024-02-01 00:05:43,0,2024-02-01 00:04:59,44.0,1,1,0.8548381774718639,0,0.0,0,LOW
T2827,147,213.89520327275795,Germany,India,2024-02-01 00:06:16,0,2024-02-01 00:05:43,33.0,1,1,0.5035299338554088,0,0.27,27,LOW
T4537,147,363.99140920355546,USA,Germany,2024-02-01 00:07:02,0,2024-02-01 00:06:16,46.0,1,1,0.8568708759984905,0,0.22,22,LOW
T4793,147,560.715762387781,Germany,Germany,2024-02-01 00:07:22,0,2024-02-01 00:07:02,20.0,1,0,1.319978973005625,0,0.0,0,LOW
T2379,147,220.7916146263214,India,India,2024-02-01 00:10:01,0,2024-02-01 00:07:22,159.0,1,0,0.5197647511844881,0,0.006666666666666667,0,LOW
T4868,147,615.4114084967971,India,Nigeria,2024-02-01 00:14:38,0,2024-02-01 00:10:01,277.0,1,1,1.448737798103408,0,0.0,0,LOW
T1884,148,366.5802467038247,USA,India,2024-02-01 00:00:21,0,,,0,1,1.402749950106261,0,0.0,0,LOW
T4649,148,980.6513329216212,Germany,Russia,2024-02-01 00:00:23,1,2024-02-01 00:00:21,2.0,1,1,3.752544281085755,0,0.6366666666666667,63,MEDIUM
T2108,148,249.7135820407972,India,India,2024-02-01 00:01:15,0,2024-02-01 00:00:23,52.0,1,0,0.9555498909126828,0,0.006666666666666667,0,LOW
T3804,148,377.5669752526815,USA,Russia,2024-02-01 00:01:31,0,2024-02-01 00:01:15,16.0,1,1,1.4447915850888238,0,0.0,0,LOW
T2482,148,213.0908630736617,USA,Nigeria,2024-02-01 00:01:32,0,2024-02-01 00:01:31,1.0,1,1,0.8154099961261234,0,0.0,0,LOW
T330,148,128.1726725915564,Germany,USA,2024-02-01 00:01:35,0,2024-02-01 00:01:32,3.0,1,1,0.49046344340549,0,0.0,0,LOW
T4220,148,187.597426110966,USA,Nigeria,2024-02-01 00:02:01,0,2024-02-01 00:01:35,26.0,1,1,0.7178572290334896,0,0.09666666666666666,9,LOW
T3497,148,183.42595080194485,Germany,Nigeria,2024-02-01 00:02:38,0,2024-02-01 00:02:01,37.0,1,1,0.7018947301421441,0,0.016666666666666666,1,LOW
T1632,148,29.358768793481183,USA,India,2024-02-01 00:03:26,0,2024-02-01 00:02:38,48.0,1,1,0.1123437823792792,0,0.0033333333333333335,0,LOW
T322,148,19.14753785135114,Germany,USA,2024-02-01 00:03:43,0,2024-02-01 00:03:26,17.0,1,1,0.0732696537992709,0,0.10333333333333333,10,LOW
T1512,148,23.02030497882628,USA,India,2024-02-01 00:04:02,0,2024-02-01 00:03:43,19.0,1,1,0.0880891208700868,0,0.0,0,LOW
T881,148,597.2353891048593,India,Russia,2024-02-01 00:04:26,0,2024-02-01 00:04:02,24.0,1,1,2.285371128972493,0,0.0,0,LOW
T3924,148,41.72526355310365,India,Nigeria,2024-02-01 00:06:22,0,2024-02-01 00:04:26,116.0,1,1,0.1596652080780982,0,0.0,0,LOW
T1939,149,368.4210463478995,USA,Russia,2024-02-01 00:00:26,0,,,0,1,0.8285580021974936,0,0.0,0,LOW
T3551,149,82.00371512553224,India,Nigeria,2024-02-01 00:02:20,0,2024-02-01 00:00:26,114.0,1,1,0.1844216964549391,0,0.0,0,LOW
T3606,149,1755.2308606412732,USA,Russia,2024-02-01 00:02:22,0,2024-02-01 00:02:20,2.0,1,1,3.94741448596565,1,0.0033333333333333335,0,LOW
T1578,149,6.490682142417693,India,India,2024-02-01 00:02:23,0,2024-02-01 00:02:22,1.0,1,0,0.0145971753843351,0,0.0,0,LOW
T3604,149,117.9357140518704,USA,USA,2024-02-01 00:03:24,0,2024-02-01 00:02:23,61.0,1,0,0.265230720642053,0,0.0033333333333333335,0,LOW
T3189,149,145.7362238886478,USA,Germany,2024-02-01 00:04:52,0,2024-02-01 00:03:24,88.0,1,1,0.3277524878395784,0,0.0,0,LOW
T3343,149,57.976187083867686,USA,Germany,2024-02-01 00:04:56,0,2024-02-01 00:04:52,4.0,1,1,0.1303851509608835,0,0.0,0,LOW
T4356,149,68.91570501287272,Germany,USA,2024-02-01 00:07:25,0,2024-02-01 00:04:56,149.0,1,1,0.1549875052783427,0,0.0,0,LOW
T4804,149,96.0566994209342,Germany,Germany,2024-02-01 00:07:28,0,2024-02-01 00:07:25,3.0,1,0,0.2160260597456178,0,0.0,0,LOW
T1861,149,2447.4017579172464,USA,USA,2024-02-01 00:09:35,0,2024-02-01 00:07:28,127.0,1,0,5.504067509758075,1,0.0,0,LOW
T3125,149,415.7382682724594,USA,India,2024-02-01 00:10:43,0,2024-02-01 00:09:35,68.0,1,1,0.9349717460809728,0,0.0,0,LOW
T3394,149,112.14168763685142,USA,USA,2024-02-01 00:10:44,0,2024-02-01 00:10:43,1.0,1,0,0.2522002844096605,0,0.02,2,LOW
T908,149,449.2747468663413,Germany,India,2024-02-01 00:11:02,0,2024-02-01 00:10:44,18.0,1,1,1.0103933811366603,0,0.0,0,LOW
T3057,149,101.82284525958715,India,India,2024-02-01 00:11:34,0,2024-02-01 00:11:02,32.0,1,0,0.2289937941457373,0,0.0,0,LOW
T20,150,343.2798854498613,India,USA,2024-02-01 00:00:12,0,,,0,1,1.0799261317283857,0,0.0,0,LOW
T1621,150,292.62527747851664,USA,USA,2024-02-01 00:00:30,0,2024-02-01 00:00:12,18.0,1,0,0.9205715142301172,0,0.04,4,LOW
T1282,150,896.8126358031534,USA,Nigeria,2024-02-01 00:01:29,0,2024-02-01 00:00:30,59.0,1,1,2.821287939428344,0,0.0,0,LOW
T3619,150,139.48844752435997,India,Russia,2024-02-01 00:01:48,0,2024-02-01 00:01:29,19.0,1,1,0.4388174954042908,0,0.0,0,LOW
T3149,150,109.81423196946427,USA,India,2024-02-01 00:06:34,0,2024-02-01 00:01:48,286.0,1,1,0.3454652129823912,0,0.0,0,LOW
T2582,150,127.9557729516671,USA,India,2024-02-01 00:07:37,0,2024-02-01 00:06:34,63.0,1,1,0.4025367892876209,0,0.0,0,LOW
T550,150,42.31574841409748,Germany,Russia,2024-02-01 00:07:59,0,2024-02-01 00:07:37,22.0,1,1,0.1331213520889571,0,0.0,0,LOW
T3059,150,443.12142434901415,India,Russia,2024-02-01 00:13:56,0,2024-02-01 00:07:59,357.0,0,1,1.3940181932188906,0,0.0,0,LOW
T4197,150,280.91146125685026,Germany,India,2024-02-01 00:15:01,0,2024-02-01 00:13:56,65.0,1,1,0.8837209535761956,0,0.01,1,LOW
T4282,150,502.4099871637139,USA,Nigeria,2024-02-01 00:15:07,0,2024-02-01 00:15:01,6.0,1,1,1.5805344180548075,0,0.0,0,LOW
T3205,151,453.2241582208916,India,USA,2024-02-01 00:00:16,0,,,0,1,0.8693368410656487,0,0.0,0,LOW
T806,151,150.26644533912372,India,Germany,2024-02-01 00:00:20,0,2024-02-01 00:00:16,4.0,1,1,0.2882285830086103,0,0.0,0,LOW
T1740,151,20.559727075366546,USA,India,2024-02-01 00:01:04,0,2024-02-01 00:00:20,44.0,1,1,0.0394359565011536,0,0.0,0,LOW
T498,151,1005.3147087469952,Germany,USA,2024-02-01 00:01:43,0,2024-02-01 00:01:04,39.0,1,1,1.9283109634085251,0,0.0,0,LOW
T347,151,231.7651199833902,India,Germany,2024-02-01 00:01:55,0,2024-02-01 00:01:43,12.0,1,1,0.444552554450029,0,0.0,0,LOW
T3321,151,1521.034876607742,Germany,Nigeria,2024-02-01 00:02:49,0,2024-02-01 00:01:55,54.0,1,1,2.9175224462249365,1,0.0,0,LOW
T756,151,108.44109723041844,USA,USA,2024-02-01 00:04:00,0,2024-02-01 00:02:49,71.0,1,0,0.208002682994755,0,0.03333333333333333,3,LOW
T2781,151,959.7413779439296,USA,USA,2024-02-01 00:06:26,0,2024-02-01 00:04:00,146.0,1,0,1.8408959950787316,0,0.06333333333333334,6,LOW
T3613,151,597.7239841693192,USA,Germany,2024-02-01 00:06:35,0,2024-02-01 00:06:26,9.0,1,1,1.1465043749359818,0,0.07666666666666666,7,LOW
T1131,151,165.37554628434194,India,Nigeria,2024-02-01 00:16:42,0,2024-02-01 00:06:35,607.0,0,1,0.3172096023316278,0,0.0,0,LOW
T3035,152,860.9099000916676,India,India,2024-02-01 00:00:44,0,,,0,0,1.3943471713845894,0,0.0033333333333333335,0,LOW
T3769,152,159.87292240250068,Germany,Nigeria,2024-02-01 00:01:04,0,2024-02-01 00:00:44,20.0,1,1,0.2589334343921227,0,0.0,0,LOW
T375,152,626.4531019127749,Germany,India,2024-02-01 00:01:27,0,2024-02-01 00:01:04,23.0,1,1,1.0146161759368455,0,0.0,0,LOW
T3966,152,156.396657152553,India,India,2024-02-01 00:01:37,0,2024-02-01 00:01:27,10.0,1,0,0.2533032045414369,0,0.01,1,LOW
T1294,152,100.3113227188961,India,Russia,2024-02-01 00:01:44,0,2024-02-01 00:01:37,7.0,1,1,0.1624662570102243,0,0.0,0,LOW
T253,152,327.81987731790286,India,Nigeria,2024-02-01 00:01:46,0,2024-02-01 00:01:44,2.0,1,1,0.5309437359393714,0,0.0,0,LOW
T688,152,35.772655764686,USA,USA,2024-02-01 00:01:46,0,2024-02-01 00:01:46,0.0,1,0,0.057938120322572,0,0.0,0,LOW
T3874,152,2880.062819856048,India,Nigeria,2024-02-01 00:02:09,0,2024-02-01 00:01:46,23.0,1,1,4.664608277647418,1,0.0,0,LOW
T1610,152,431.9588638138962,Germany,India,2024-02-01 00:02:45,0,2024-02-01 00:02:09,36.0,1,1,0.6996093549967026,0,0.0,0,LOW
T1994,152,561.800772322153,USA,Nigeria,2024-02-01 00:02:53,0,2024-02-01 00:02:45,8.0,1,1,0.909903948933173,0,0.0,0,LOW
T4780,152,1457.3040017219612,USA,India,2024-02-01 00:03:26,0,2024-02-01 00:02:53,33.0,1,1,2.360279179542596,0,0.0,0,LOW
T3494,152,181.99343898886207,Germany,USA,2024-02-01 00:03:58,1,2024-02-01 00:03:26,32.0,1,1,0.2947602726343996,0,0.56,56,MEDIUM
T1875,152,893.7197269513216,USA,Germany,2024-02-01 00:04:06,0,2024-02-01 00:03:58,8.0,1,1,1.4474866337958192,0,0.0,0,LOW
T755,152,93.09311113175607,Germany,Russia,2024-02-01 00:04:46,0,2024-02-01 00:04:06,40.0,1,1,0.1507754948202292,0,0.0,0,LOW
T2616,152,1325.3872410029023,India,Russia,2024-02-01 00:05:01,0,2024-02-01 00:04:46,15.0,1,1,2.146624112796061,0,0.0033333333333333335,0,LOW
T18,152,746.5972538187141,India,Germany,2024-02-01 00:05:11,0,2024-02-01 00:05:01,10.0,1,1,1.209204086182284,0,0.0033333333333333335,0,LOW
T3027,152,20.30534557717763,Germany,USA,2024-02-01 00:05:25,0,2024-02-01 00:05:11,14.0,1,1,0.0328869503841337,0,0.0,0,LOW
T4897,152,253.95679630983813,USA,Russia,2024-02-01 00:07:40,0,2024-02-01 00:05:25,135.0,1,1,0.4113135887400191,0,0.0,0,LOW
T393,153,239.43558284108545,USA,Russia,2024-02-01 00:01:26,0,,,0,1,1.1197261497280222,0,0.0,0,LOW
T2916,153,160.56143051850947,India,USA,2024-02-01 00:02:31,0,2024-02-01 00:01:26,65.0,1,1,0.7508693163147686,0,0.0,0,LOW
T1437,153,512.9195595190131,India,Germany,2024-02-01 00:02:37,0,2024-02-01 00:02:31,6.0,1,1,2.398680416191953,0,0.0,0,LOW
T2426,153,207.7610447645193,Germany,USA,2024-02-01 00:02:53,0,2024-02-01 00:02:37,16.0,1,1,0.9715994254373118,0,0.07666666666666666,7,LOW
T4422,153,485.779261187979,Germany,Nigeria,2024-02-01 00:03:02,0,2024-02-01 00:02:53,9.0,1,1,2.2717581710014856,0,0.0,0,LOW
T2102,153,498.9890319927591,Germany,India,2024-02-01 00:05:15,0,2024-02-01 00:03:02,133.0,1,1,2.333533975693987,0,0.0,0,LOW
T3575,153,25.81664079077831,USA,Nigeria,2024-02-01 00:05:31,0,2024-02-01 00:05:15,16.0,1,1,0.1207321294878535,0,0.0,0,LOW
T2073,153,27.563364477845607,India,USA,2024-02-01 00:07:34,0,2024-02-01 00:05:31,123.0,1,1,0.1289007240031336,0,0.0,0,LOW
T1821,153,93.09676554186964,Germany,Russia,2024-02-01 00:09:06,1,2024-02-01 00:07:34,92.0,1,1,0.4353692195429307,0,0.6333333333333333,63,MEDIUM
T545,153,32.283285161657346,Germany,Nigeria,2024-02-01 00:11:21,0,2024-02-01 00:09:06,135.0,1,1,0.1509735443901262,0,0.0,0,LOW
T4516,153,67.96863579916186,Germany,Germany,2024-02-01 00:12:57,0,2024-02-01 00:11:21,96.0,1,0,0.3178569282084268,0,0.03333333333333333,3,LOW
T2915,154,419.9758405261743,Germany,Russia,2024-02-01 00:00:15,0,,,0,1,0.7573933865321002,0,0.0,0,LOW
T1052,154,493.5295559612935,USA,Nigeria,2024-02-01 00:00:16,0,2024-02-01 00:00:15,1.0,1,1,0.89004172543566,0,0.0,0,LOW
T1895,154,116.79609309297986,India,Germany,2024-02-01 00:00:19,0,2024-02-01 00:00:16,3.0,1,1,0.2106325648889255,0,0.0,0,LOW
T2498,154,364.9164035124247,Germany,India,2024-02-01 00:00:45,0,2024-02-01 00:00:19,26.0,1,1,0.6580980237127819,0,0.0,0,LOW
T4145,154,878.9144896795798,India,Germany,2024-02-01 00:01:06,0,2024-02-01 00:00:45,21.0,1,1,1.5850531330005444,0,0.0,0,LOW
T631,154,289.2049236190386,India,Nigeria,2024-02-01 00:01:42,0,2024-02-01 00:01:06,36.0,1,1,0.5215583263721799,0,0.006666666666666667,0,LOW
T3221,154,1667.0484262668804,Germany,Russia,2024-02-01 00:01:55,0,2024-02-01 00:01:42,13.0,1,1,3.00639068071486,1,0.0,0,LOW
T4690,154,244.0727168001427,Germany,India,2024-02-01 00:02:03,0,2024-02-01 00:01:55,8.0,1,1,0.4401659421783555,0,0.0,0,LOW
T1622,154,479.9984726871559,India,Germany,2024-02-01 00:02:31,0,2024-02-01 00:02:03,28.0,1,1,0.8656394813170291,0,0.0,0,LOW
T3030,154,1107.4343286358617,India,Nigeria,2024-02-01 00:02:58,0,2024-02-01 00:02:31,27.0,1,1,1.997170683619701,0,0.0,0,LOW
T3724,154,292.28528447804297,India,India,2024-02-01 00:03:01,1,2024-02-01 00:02:58,3.0,1,0,0.5271135148321143,0,0.74,74,HIGH
T1211,154,63.18375474465349,Germany,USA,2024-02-01 00:03:38,0,2024-02-01 00:03:01,37.0,1,1,0.1139469306613228,0,0.0,0,LOW
T4820,154,1127.058723049273,India,Russia,2024-02-01 00:03:55,0,2024-02-01 00:03:38,17.0,1,1,2.032561734983021,0,0.0,0,LOW
T1802,154,352.30303557788415,India,Russia,2024-02-01 00:04:23,0,2024-02-01 00:03:55,28.0,1,1,0.6353508070072968,0,0.19333333333333333,19,LOW
T1587,154,467.1449762695824,India,Germany,2024-02-01 00:07:26,0,2024-02-01 00:04:23,183.0,1,1,0.8424592117846499,0,0.0,0,LOW
T4018,154,158.94378127310054,India,USA,2024-02-01 00:13:24,1,2024-02-01 00:07:26,358.0,0,1,0.2866426045265534,0,0.6533333333333333,65,MEDIUM
T3931,154,963.8426433660356,Germany,Russia,2024-02-01 00:14:14,0,2024-02-01 00:13:24,50.0,1,1,1.7382143763994835,0,0.016666666666666666,1,LOW
T4279,154,494.3752521816599,Germany,USA,2024-02-01 00:28:21,0,2024-02-01 00:14:14,847.0,0,1,0.8915668720334219,0,0.0,0,LOW
T3378,155,487.1545980434359,Germany,USA,2024-02-01 00:00:54,0,,,0,1,1.674870155538277,0,0.0,0,LOW
T1147,155,233.01292081441804,Germany,India,2024-02-01 00:01:06,0,2024-02-01 00:00:54,12.0,1,1,0.8011140375032968,0,0.01,1,LOW
T2268,155,248.96933703682149,Germany,Russia,2024-02-01 00:02:23,0,2024-02-01 00:01:06,77.0,1,1,0.8559732658213419,0,0.023333333333333334,2,LOW
T4571,155,292.63090648417494,Germany,Nigeria,2024-02-01 00:03:37,0,2024-02-01 00:02:23,74.0,1,1,1.0060846676330804,0,0.0,0,LOW
T4691,155,331.65706205806595,India,Russia,2024-02-01 00:04:49,0,2024-02-01 00:03:37,72.0,1,1,1.1402592058979863,0,0.0,0,LOW
T501,155,84.1079234315485,India,Germany,2024-02-01 00:06:26,0,2024-02-01 00:04:49,97.0,1,1,0.289168677388197,0,0.0,0,LOW
T2236,155,358.49504510877887,India,India,2024-02-01 00:08:34,0,2024-02-01 00:06:26,128.0,1,0,1.23252999021782,0,0.0,0,LOW
T2729,156,324.07103067211017,India,USA,2024-02-01 00:00:07,0,,,0,1,0.558227645700022,0,0.0,0,LOW
T2965,156,1012.4751323483404,Germany,Nigeria,2024-02-01 00:01:00,0,2024-02-01 00:00:07,53.0,1,1,1.744036201842688,0,0.0,0,LOW
T4215,156,254.14671798830813,Germany,India,2024-02-01 00:03:24,0,2024-02-01 00:01:00,144.0,1,1,0.437779716844065,0,0.09333333333333334,9,LOW
T3345,156,96.05565292785413,Germany,India,2024-02-01 00:03:30,0,2024-02-01 00:03:24,6.0,1,1,0.1654603957622711,0,0.0033333333333333335,0,LOW
T4621,156,1347.399037678255,USA,Nigeria,2024-02-01 00:03:32,0,2024-02-01 00:03:30,2.0,1,1,2.320958436370162,0,0.0,0,LOW
